,КМ,М,АМПЛИТУДА,HOPMA,КОДОТСТУП,ГОД,МЕСЯЦ,ДЕНЬ,СТЕПЕНЬ,ДЛИНА,ОТСТУПЛЕНИЕ
91864,617,701,9.0,0,2065,2021,1,29,1,16,Р
32708,562,7,8.0,0,2161,2020,4,11,1,6,Пр.Л
25400,614,244,11.0,0,2145,2020,2,23,2,4,Пр.П
15621,262,823,10.0,0,2129,2018,11,24,2,20,П
16949,322,535,19.0,0,2065,2018,12,19,2,31,Р
41399,282,218,8.0,0,2161,2020,6,29,1,4,Пр.Л
21467,631,552,8.0,0,2161,2020,1,17,1,5,Пр.Л
4900,616,809,10.0,0,2129,2018,3,22,2,18,П
16757,609,1012,1515.0,1520,2097,2018,12,17,2,1,Суж
70324,109,261,16.0,0,2129,2019,4,27,2,20,П
19363,158,26,8.0,0,2145,2020,1,19,1,4,Пр.П
9509,374,47,10.0,0,2129,2018,7,18,2,19,П
82553,12,136,10.0,0,2161,2019,12,22,1,3,Пр.Л
5073,610,374,21.0,0,2065,2018,3,21,2,21,Р
88516,285,533,1516.0,1520,2097,2021,1,31,2,4,Суж
101493,629,535,1527.0,1520,2081,2021,2,21,1,2,Уш
91459,632,127,7.0,0,2129,2021,1,29,1,20,П
26106,637,934,8.0,0,2161,2020,2,17,1,5,Пр.Л
77663,627,432,7.0,0,2113,2019,9,17,2,2,У
38063,633,654,8.0,0,2145,2020,5,25,1,3,Пр.П
42768,630,588,9.0,0,2145,2020,6,20,1,6,Пр.П
66529,53,427,9.0,0,2129,2019,2,16,2,10,П
53970,451,542,9.0,0,2145,2020,8,27,1,6,Пр.П
63510,16,5,10.0,0,2161,2020,11,18,1,3,Пр.Л
56603,621,973,8.0,0,2161,2020,8,27,1,3,Пр.Л
57224,484,163,9.0,0,2161,2020,9,30,1,4,Пр.Л
17497,58,882,7.0,0,2113,2020,1,23,2,2,У
2436,500,262,7.0,0,2113,2018,2,22,2,4,У
51554,498,687,7.0,6,2113,2020,8,31,2,3,У
14682,307,205,8.0,0,2113,2018,10,23,2,5,У
19783,481,695,9.0,0,2161,2020,1,17,1,3,Пр.Л
92305,436,107,1525.0,1520,2081,2021,2,20,1,2,Уш
88033,252,990,1518.0,1520,2097,2021,1,31,1,3,Суж
41744,119,459,9.0,0,2145,2020,6,29,1,5,Пр.П
51201,16,366,9.0,0,2145,2020,7,26,1,3,Пр.П
37467,484,162,8.0,0,2145,2020,5,30,1,4,Пр.П
74244,636,507,1529.0,1520,2081,2019,7,25,2,1,Уш
55925,649,948,10.0,0,2161,2020,8,23,1,5,Пр.Л
29988,638,371,10.0,0,2161,2020,3,27,1,6,Пр.Л
95654,1,604,1529.0,1520,2081,2021,2,19,1,2,Уш
59928,182,89,8.0,0,2145,2020,9,27,1,3,Пр.П
85006,53,429,8.0,0,2129,2021,1,27,1,14,П
89378,312,802,1517.0,1520,2097,2021,1,31,1,7,Суж
51162,13,221,9.0,0,2145,2020,7,26,1,4,Пр.П
64896,7,456,9.0,0,2129,2020,12,29,2,17,П
36570,15,526,9.0,0,2129,2020,5,29,2,14,П
100490,49,45,1526.0,1520,2081,2021,2,15,1,4,Уш
32452,531,473,9.0,0,2145,2020,4,11,1,3,Пр.П
1402,343,149,7.0,0,2113,2018,2,16,2,2,У
56120,618,649,9.0,0,2161,2020,8,31,1,5,Пр.Л
44009,53,35,8.0,0,2145,2020,6,27,1,4,Пр.П
56274,632,122,9.0,0,2161,2020,8,31,1,3,Пр.Л
77544,16,275,13.0,0,2129,2019,9,25,2,8,П
76780,598,960,1515.0,1520,2097,2019,9,13,2,1,Суж
81884,643,286,8.0,0,2161,2019,12,13,1,4,Пр.Л
46561,336,415,9.0,0,2145,2020,7,31,1,6,Пр.П
73659,117,252,11.0,0,2129,2019,7,22,2,11,П
20361,621,966,10.0,0,2145,2020,1,14,1,6,Пр.П
39578,611,745,9.0,0,2161,2020,5,26,1,4,Пр.Л
87368,478,123,,-1,3684,2021,1,30,3,0,Кривая
41414,287,874,8.0,0,2145,2020,6,29,1,3,Пр.П
74963,16,818,1513.0,1520,2097,2019,7,31,2,2,Суж
91914,623,686,8.0,0,2129,2021,1,29,1,14,П
49166,73,373,8.0,0,2145,2020,7,28,1,4,Пр.П
70296,74,518,7.0,0,2113,2019,4,27,2,4,У
29505,569,205,8.0,0,2161,2020,3,27,1,4,Пр.Л
28227,649,1010,9.0,0,2161,2020,3,25,1,3,Пр.Л
59864,162,180,9.0,0,2161,2020,9,27,1,3,Пр.Л
50534,624,267,1513.0,1520,2097,2020,7,1,2,1,Суж
4337,345,667,9.0,0,2129,2018,3,22,2,18,П
78618,24,177,1536.0,1520,2081,2019,10,15,2,7,Уш
43586,320,908,8.0,0,2145,2020,6,26,1,5,Пр.П
99163,55,293,1525.0,1520,2081,2021,2,22,1,2,Уш
10912,319,662,1529.0,1520,2081,2018,8,14,2,1,Уш
77200,460,52,9.0,0,2113,2019,9,17,2,22,У
18960,1,1019,12.0,0,2161,2020,1,19,1,6,Пр.Л
50440,613,983,8.0,0,2145,2020,7,1,1,4,Пр.П
48459,481,842,8.0,0,2145,2020,7,27,1,4,Пр.П
101099,23,1004,10.0,0,2065,2021,2,15,1,19,Р
54137,517,869,9.0,0,2129,2020,8,27,2,14,П
80017,611,249,11.0,0,2065,2019,12,12,2,16,Р
30658,648,151,8.0,0,2145,2020,3,26,1,4,Пр.П
72473,360,162,7.0,0,2113,2019,6,13,2,4,У
57904,172,280,8.0,0,2145,2020,9,29,1,4,Пр.П
100018,26,885,12.0,0,2065,2021,2,22,1,9,Рст
9694,581,102,9.0,0,2113,2018,7,19,2,3,У
46597,362,261,8.0,0,2161,2020,7,31,1,3,Пр.Л
5154,24,163,1536.0,1520,2081,2018,3,14,2,4,Уш
86745,585,962,10.0,0,2065,2021,1,30,1,19,Р
90110,643,315,9.0,0,2129,2021,1,30,1,20,П
15598,174,831,7.0,0,2113,2018,11,24,2,2,У
86895,596,873,1517.0,1520,2097,2021,1,30,1,4,Суж
72519,465,484,8.0,0,2113,2019,6,13,2,6,У
4421,391,434,8.0,-6,2113,2018,3,22,2,3,У
26338,4,39,8.0,0,2161,2020,3,24,1,3,Пр.Л
81085,398,109,25.0,0,2065,2019,12,17,2,31,Р
114,112,974,7.0,0,2113,2018,1,29,2,2,У
39016,440,495,8.0,0,2145,2020,5,26,1,5,Пр.П
45699,619,101,8.0,0,2145,2020,6,26,1,3,Пр.П
44101,614,158,8.0,0,2145,2020,6,22,1,6,Пр.П
17713,142,275,8.0,0,2161,2020,1,23,1,6,Пр.Л
36644,24,681,8.0,0,2161,2020,5,29,1,5,Пр.Л
77232,516,548,11.0,0,2145,2019,9,17,2,4,Пр.П
97283,517,899,1526.0,1520,2081,2021,2,21,1,3,Уш
84448,172,292,9.0,0,2161,2021,1,27,2,3,Пр.Л
39976,3,973,9.0,0,2161,2020,5,29,1,4,Пр.Л
14784,406,993,8.0,0,2113,2018,10,22,2,7,У
49587,1,853,1529.0,1520,2081,2020,7,28,2,2,Уш
97426,541,369,7.0,0,2129,2021,2,21,1,12,П
42047,97,776,8.0,0,2113,2020,6,29,2,5,У
43797,318,397,8.0,0,2145,2020,6,27,1,5,Пр.П
12472,648,29,11.0,0,2161,2018,8,3,2,5,Пр.Л
100668,647,726,1530.0,1520,2081,2021,2,20,1,5,Уш
71178,260,623,7.0,0,2113,2019,5,19,2,3,У
50130,41,255,8.0,0,2145,2020,7,26,1,3,Пр.П
64716,82,894,8.0,0,2145,2020,12,29,1,6,Пр.П
45551,639,274,14.0,0,2145,2020,6,26,2,3,Пр.П
47935,642,981,8.0,0,2145,2020,7,14,1,4,Пр.П
35302,42,481,9.0,0,2145,2020,4,28,1,4,Пр.П
5146,23,257,9.0,-41,2113,2018,3,14,2,3,У
55035,631,579,8.0,0,2161,2020,8,24,1,4,Пр.Л
83143,545,844,10.0,0,2129,2021,1,28,2,10,П
65858,105,893,7.0,0,2113,2019,1,25,2,3,У
56686,629,165,7.0,0,2113,2020,8,27,2,2,У
68062,112,898,7.0,0,2113,2019,3,20,2,3,У
76337,16,179,14.0,0,2065,2019,9,12,2,11,Р
57507,319,905,9.0,0,2129,2020,9,29,2,8,П
14483,119,414,8.0,0,2113,2018,10,24,2,2,У
74173,593,787,7.0,0,2113,2019,7,24,2,3,У
30357,620,875,9.0,0,2161,2020,3,26,1,4,Пр.Л
87524,525,234,7.0,0,2129,2021,1,30,1,18,П
85766,17,504,11.0,0,2145,2021,1,27,2,6,Пр.П
16187,375,370,7.0,0,2113,2018,11,18,2,2,У
58406,603,786,8.0,0,2145,2020,9,30,1,5,Пр.П
63720,293,275,7.0,0,2113,2020,12,30,2,2,У
92621,534,491,7.0,0,2129,2021,2,20,1,19,П
29981,638,206,10.0,0,2161,2020,3,27,1,4,Пр.Л
91254,2,524,12.0,0,2129,2021,1,25,2,17,П
87689,334,230,7.0,0,2129,2021,1,30,1,8,П
29311,518,296,7.0,0,2113,2020,3,27,2,2,У
59952,189,724,8.0,0,2145,2020,9,27,1,3,Пр.П
57349,527,984,7.0,0,2113,2020,9,30,2,3,У
56483,645,973,8.0,0,2161,2020,8,27,1,6,Пр.Л
51898,322,333,9.0,0,2161,2020,8,31,1,4,Пр.Л
38705,162,60,8.0,0,2145,2020,5,27,1,4,Пр.П
923,605,712,7.0,0,2113,2018,1,23,2,3,У
84537,181,888,8.0,0,2161,2021,1,27,1,4,Пр.Л
64569,167,403,10.0,0,2161,2020,12,29,1,4,Пр.Л
95814,632,57,1515.0,1520,2097,2021,2,22,1,7,Суж
11006,426,286,12.0,0,2129,2018,8,14,2,17,П
92401,441,989,1526.0,1520,2081,2021,2,20,1,6,Уш
29934,631,809,9.0,0,2145,2020,3,27,1,4,Пр.П
65882,160,612,9.0,0,2129,2019,1,25,2,20,П
87075,433,283,1517.0,1520,2097,2021,1,30,1,7,Суж
17001,517,830,7.0,0,2113,2018,12,19,2,2,У
17150,646,207,1530.0,1520,2081,2018,12,18,2,3,Уш
9922,92,499,9.0,0,2129,2018,7,20,2,19,П
28467,42,437,7.0,0,2113,2020,3,28,2,2,У
58303,582,428,8.0,0,2161,2020,9,30,1,4,Пр.Л
1807,596,365,9.0,0,2129,2018,2,16,2,19,П
42972,647,802,10.0,0,2145,2020,6,20,1,4,Пр.П
36808,103,47,8.0,0,2145,2020,5,29,1,4,Пр.П
93495,123,143,7.0,0,2129,2021,2,19,1,18,П
55143,643,286,10.0,0,2145,2020,8,24,1,4,Пр.П
6931,326,683,8.0,0,2113,2018,5,20,2,4,У
74467,265,10,9.0,0,2113,2019,7,24,2,3,У
61308,627,962,8.0,0,2161,2020,9,1,1,3,Пр.Л
70466,536,294,7.0,0,2113,2019,4,25,2,3,У
4072,59,644,8.0,0,2113,2018,3,23,2,5,У
59808,123,655,9.0,0,2145,2020,9,27,1,4,Пр.П
95510,109,177,9.0,0,2145,2021,2,19,1,3,Пр.П
10981,377,732,13.0,0,2145,2018,8,14,2,4,Пр.П
31878,181,989,8.0,0,2145,2020,4,10,1,3,Пр.П
68823,572,607,1515.0,1520,2097,2019,3,20,2,2,Суж
55289,613,392,9.0,0,2161,2020,8,24,1,6,Пр.Л
48453,481,751,8.0,0,2161,2020,7,27,1,4,Пр.Л
64494,142,20,9.0,0,2129,2020,12,29,2,14,П
99983,24,931,1528.0,1520,2081,2021,2,22,1,2,Уш
16846,99,656,8.0,0,2113,2018,12,20,2,2,У
39622,613,507,9.0,0,2145,2020,5,26,1,3,Пр.П
51749,278,695,7.0,0,2113,2020,8,30,2,2,У
42409,599,972,8.0,0,2161,2020,6,30,1,4,Пр.Л
41255,503,164,7.0,0,2113,2020,6,30,2,2,У
1879,3,202,1529.0,1520,2081,2018,2,28,2,2,Уш
89734,189,387,11.0,0,2065,2021,1,31,2,20,Р
43383,483,218,8.0,0,2145,2020,6,26,1,3,Пр.П
44443,649,480,12.0,0,2161,2020,6,22,1,6,Пр.Л
98334,306,325,1526.0,1520,2081,2021,2,22,1,3,Уш
59186,586,640,8.0,0,2161,2020,9,26,1,4,Пр.Л
37967,612,848,8.0,0,2145,2020,5,25,1,4,Пр.П
39843,644,883,10.0,0,2145,2020,5,26,1,3,Пр.П
76511,286,112,8.0,0,2113,2019,9,12,2,8,У
11587,100,553,7.0,0,2113,2018,8,7,2,2,У
94148,214,835,15.0,0,2065,2021,2,19,3,19,Р
100137,609,648,10.0,0,2129,2021,2,21,2,19,П
34060,319,613,10.0,0,2161,2020,4,14,1,6,Пр.Л
89848,216,161,10.0,0,2065,2021,1,31,1,19,Р
99596,635,251,9.0,0,2129,2021,2,22,1,20,П
28480,50,401,8.0,0,2161,2020,3,28,1,3,Пр.Л
68000,101,927,9.0,0,2129,2019,3,20,2,19,П
62344,637,609,8.0,0,2145,2020,10,14,1,3,Пр.П
6851,188,320,11.0,0,2145,2018,5,19,2,3,Пр.П
39738,632,756,11.0,0,2145,2020,5,26,2,3,Пр.П
73360,18,150,14.0,0,2145,2019,6,12,2,3,Пр.П
49519,648,283,8.0,0,2145,2020,7,15,1,5,Пр.П
90906,606,411,8.0,0,2129,2021,1,30,1,15,П
49676,599,270,9.0,0,2161,2020,7,27,1,3,Пр.Л
95120,4,36,9.0,0,2129,2021,2,19,1,19,П
64203,13,239,9.0,0,2145,2020,12,30,1,3,Пр.П
26963,270,909,9.0,0,2145,2020,3,24,1,3,Пр.П
33985,265,20,9.0,0,2113,2020,4,14,2,3,У
82841,624,602,8.0,0,2145,2019,12,17,1,4,Пр.П
42709,26,34,6.0,0,2129,2020,6,29,1,9,П
1413,352,788,7.0,6,2113,2018,2,16,2,2,У
1221,154,5,7.0,0,2113,2018,2,15,2,3,У
85567,477,862,14.0,0,2065,2021,1,28,1,31,Р
31166,636,982,9.0,0,2145,2020,3,26,1,4,Пр.П
13198,84,847,8.0,0,2113,2018,9,27,2,2,У
19101,24,262,8.0,0,2145,2020,1,19,1,2,Пр.П
54631,151,846,8.0,0,2161,2020,8,28,1,3,Пр.Л
13928,84,984,1515.0,1520,2097,2018,10,20,2,1,Суж
80866,257,416,8.0,0,2145,2019,12,22,1,3,Пр.П
4080,62,636,9.0,0,2113,2018,3,23,2,3,У
24661,544,259,8.0,0,2145,2020,2,17,1,3,Пр.П
18360,545,575,8.0,0,2145,2020,1,24,1,6,Пр.П
24606,511,779,7.0,0,2113,2020,2,17,2,2,У
54981,620,883,8.0,0,2161,2020,8,24,1,3,Пр.Л
94722,563,87,7.0,0,2129,2021,2,20,1,12,П
20777,618,647,9.0,0,2145,2020,1,25,1,5,Пр.П
30572,646,102,8.0,0,2145,2020,3,26,1,3,Пр.П
44613,606,289,9.0,0,2145,2020,6,26,1,6,Пр.П
64819,2,690,8.0,0,2145,2020,12,29,1,3,Пр.П
53041,600,875,9.0,0,2145,2020,8,31,1,6,Пр.П
63675,263,531,7.0,0,2113,2020,12,30,2,4,У
16986,481,750,1530.0,1520,2081,2018,12,19,2,9,Уш
65437,166,430,8.0,0,2113,2019,1,19,2,4,У
33547,7,394,8.0,0,2145,2020,4,14,1,3,Пр.П
12524,16,2,1529.0,1520,2081,2018,9,27,2,2,Уш
92007,635,963,7.0,0,2129,2021,1,29,1,16,П
62954,1,504,10.0,0,2145,2020,10,13,1,3,Пр.П
23724,8,775,9.0,0,2129,2020,2,18,2,6,П
5548,413,737,7.0,0,2113,2018,4,29,2,2,У
89324,306,279,8.0,0,2161,2021,1,31,1,6,Пр.Л
56101,613,984,8.0,0,2145,2020,8,31,1,4,Пр.П
36218,636,74,9.0,0,2161,2020,4,13,1,3,Пр.Л
15790,578,792,1515.0,1520,2097,2018,11,24,2,4,Суж
2129,161,185,7.0,0,2113,2018,2,27,2,2,У
75966,570,701,7.0,60,2113,2019,8,19,2,3,У
50515,622,116,9.0,0,2145,2020,7,1,1,3,Пр.П
85651,119,375,9.0,0,2129,2021,1,27,1,5,П
17284,8,329,7.0,0,2113,2020,1,23,2,4,У
52608,102,515,7.0,0,2113,2020,8,30,2,6,У
29916,630,544,9.0,0,2145,2020,3,27,1,5,Пр.П
95313,26,592,1530.0,1520,2081,2021,2,19,1,8,Уш
89515,320,46,10.0,0,2161,2021,1,31,1,3,Пр.Л
87605,532,935,1517.0,1520,2097,2021,1,30,1,2,Суж
8231,400,61,8.0,0,2113,2018,6,18,2,9,У
10645,21,192,9.0,0,2129,2018,8,14,2,14,П
90940,610,409,9.0,0,2129,2021,1,30,1,17,П
55145,643,329,9.0,0,2129,2020,8,24,2,19,П
87335,474,136,1518.0,1520,2097,2021,1,30,1,3,Суж
82081,37,275,7.0,0,2113,2019,12,22,2,4,У
26788,161,905,8.0,0,2145,2020,3,24,1,6,Пр.П
70651,631,577,11.0,0,2145,2019,4,24,2,5,Пр.П
2327,371,700,10.0,0,2129,2018,2,22,2,17,П
18144,380,431,8.0,0,2161,2020,1,24,1,3,Пр.Л
98735,189,670,1527.0,1520,2081,2021,2,22,1,5,Уш
9405,263,631,9.0,0,2129,2018,7,17,2,3,П
72151,26,282,11.0,0,2129,2019,6,11,2,5,П
43204,578,819,9.0,0,2161,2020,6,26,1,5,Пр.Л
88703,289,994,1517.0,1520,2097,2021,1,31,1,10,Суж
37625,554,442,16.0,0,2161,2020,5,30,3,4,Пр.Л
20370,629,533,9.0,0,2161,2020,1,14,1,3,Пр.Л
86674,577,948,7.0,0,2129,2021,1,30,1,5,П
4608,502,24,7.0,0,2113,2018,3,22,2,2,У
36838,111,726,7.0,0,2113,2020,5,29,2,2,У
84934,248,890,11.0,0,2065,2021,1,27,2,20,Р
22803,482,803,10.0,0,2161,2020,2,23,1,4,Пр.Л
93949,184,738,1526.0,1520,2081,2021,2,19,1,5,Уш
35684,647,68,8.0,0,2161,2020,4,12,1,4,Пр.Л
90212,649,4,1530.0,1520,2081,2021,1,30,1,8,Уш
49000,162,503,11.0,0,2161,2020,7,28,2,5,Пр.Л
18248,484,183,9.0,0,2161,2020,1,24,1,4,Пр.Л
69006,7,689,11.0,0,2145,2019,3,23,2,3,Пр.П
22652,349,550,8.0,0,2161,2020,2,23,1,3,Пр.Л
59202,592,546,8.0,0,2161,2020,9,26,1,4,Пр.Л
6175,386,302,9.0,0,2113,2018,4,17,2,2,У
71701,364,36,9.0,0,2129,2019,5,23,2,16,П
14468,115,262,7.0,0,2113,2018,10,24,2,3,У
2605,599,363,1530.0,1520,2081,2018,2,22,2,3,Уш
101592,636,415,1529.0,1520,2081,2021,2,21,1,5,Уш
423,575,856,7.0,0,2113,2018,1,19,2,3,У
63686,268,668,9.0,0,2161,2020,12,30,1,3,Пр.Л
75171,83,23,11.0,0,2129,2019,8,27,2,5,П
96903,478,123,,-1,3684,2021,2,21,3,0,Кривая
55676,26,261,17.0,0,2065,2020,8,28,2,37,Р
3733,523,207,7.0,0,2113,2018,3,18,2,6,У
93954,184,920,1525.0,1520,2081,2021,2,19,1,3,Уш
44110,616,92,8.0,0,2145,2020,6,22,1,4,Пр.П
62220,621,978,9.0,0,2129,2020,10,14,2,13,П
788,319,758,1530.0,1520,2081,2018,1,26,2,3,Уш
77076,187,768,9.0,0,2129,2019,9,17,2,18,П
57508,319,910,11.0,0,2161,2020,9,29,2,4,Пр.Л
14511,141,541,7.0,0,2113,2018,10,23,2,2,У
87761,347,550,1516.0,1520,2097,2021,1,30,1,7,Суж
58598,15,525,9.0,0,2129,2020,9,29,2,14,П
97774,386,813,1527.0,1520,2081,2021,2,21,1,6,Уш
50576,632,588,8.0,0,2161,2020,7,1,1,3,Пр.Л
89108,298,20,1518.0,1520,2097,2021,1,31,1,2,Суж
70982,94,53,8.0,0,2113,2019,5,18,2,5,У
41967,64,127,8.0,0,2145,2020,6,29,1,6,Пр.П
73368,21,777,11.0,0,2161,2019,6,12,2,4,Пр.Л
36266,637,647,9.0,0,2145,2020,4,13,1,5,Пр.П
33852,151,852,8.0,0,2145,2020,4,14,1,3,Пр.П
59822,141,143,9.0,0,2145,2020,9,27,1,3,Пр.П
29824,613,590,8.0,0,2161,2020,3,27,1,6,Пр.Л
80626,64,130,9.0,0,2161,2019,12,18,1,4,Пр.Л
3946,609,1004,1515.0,1520,2097,2018,3,18,2,3,Суж
8241,421,454,12.0,0,2161,2018,6,18,2,3,Пр.Л
15614,256,229,7.0,0,2113,2018,11,24,2,2,У
17551,83,202,8.0,0,2161,2020,1,23,1,4,Пр.Л
8751,544,571,21.0,0,2065,2018,6,20,2,24,Р
9937,101,496,9.0,0,2129,2018,7,20,2,8,П
59506,533,968,8.0,0,2145,2020,9,26,1,4,Пр.П
5464,287,171,1515.0,1520,2097,2018,4,28,2,1,Суж
45495,647,813,9.0,0,2161,2020,6,21,1,5,Пр.Л
72751,650,144,17.0,0,2129,2019,6,13,2,12,П
30309,612,871,8.0,0,2161,2020,3,26,1,4,Пр.Л
19031,7,418,9.0,0,2161,2020,1,19,1,4,Пр.Л
20055,564,384,8.0,0,2161,2020,1,17,1,5,Пр.Л
42731,40,865,8.0,0,2161,2020,6,29,1,5,Пр.Л
56489,646,119,9.0,0,2145,2020,8,27,1,3,Пр.П
9979,171,9,7.0,0,2113,2018,7,20,2,4,У
20901,636,617,11.0,0,2161,2020,1,25,2,5,Пр.Л
6423,635,317,18.0,0,2065,2018,4,17,2,25,Р
89836,215,1007,6.0,0,2161,2021,1,31,1,3,Пр.Л
54307,342,62,8.0,0,2161,2020,8,27,1,3,Пр.Л
31599,25,975,10.0,0,2161,2020,4,10,1,3,Пр.Л
82611,16,241,8.0,0,2145,2019,12,22,1,5,Пр.П
97026,495,813,1525.0,1520,2081,2021,2,21,1,3,Уш
95423,601,18,1517.0,1520,2097,2021,2,20,1,3,Суж
32129,326,355,9.0,0,2161,2020,4,11,1,4,Пр.Л
18811,642,818,12.0,0,2145,2020,1,13,1,5,Пр.П
38473,26,256,12.0,0,2129,2020,5,27,2,11,П
30338,619,796,13.0,0,2113,2020,3,26,2,13,У
53018,600,401,9.0,0,2145,2020,8,31,1,3,Пр.П
9836,23,138,1515.0,1520,2097,2018,7,20,2,3,Суж
86546,561,780,15.0,0,2129,2021,1,30,3,10,П
61014,646,967,8.0,0,2145,2020,9,1,1,4,Пр.П
45008,647,422,8.0,0,2145,2020,6,21,1,4,Пр.П
9814,5,928,1529.0,1520,2081,2018,7,21,2,1,Уш
65162,1,751,1543.0,1535,2081,2020,12,14,2,2,Уш
39596,612,143,8.0,0,2161,2020,5,26,1,4,Пр.Л
19540,319,614,10.0,0,2161,2020,1,19,1,5,Пр.Л
58229,569,928,9.0,0,2161,2020,9,30,1,4,Пр.Л
88466,283,197,7.0,0,2129,2021,1,31,1,5,П
13361,310,370,7.0,0,2113,2018,9,26,2,2,У
40032,44,600,8.0,0,2113,2020,5,29,2,2,У
80457,12,478,10.0,0,2145,2019,12,18,1,5,Пр.П
91230,647,1013,8.0,0,2129,2021,1,29,1,13,П
36004,21,896,1513.0,1520,2097,2020,4,28,2,3,Суж
97,93,397,7.0,0,2113,2018,1,29,2,2,У
99989,25,746,10.0,0,2161,2021,2,22,1,5,Пр.Л
83581,261,380,1518.0,1520,2097,2021,1,27,1,2,Суж
38254,649,869,10.0,0,2161,2020,5,25,1,4,Пр.Л
75328,365,584,15.0,0,2129,2019,8,8,3,19,П
72500,401,197,7.0,0,2113,2019,6,13,2,3,У
96490,423,351,7.0,0,2129,2021,2,21,1,18,П
9660,555,506,9.0,0,2113,2018,7,19,2,3,У
4081,63,176,8.0,0,2113,2018,3,23,2,3,У
25653,646,768,9.0,0,2161,2020,2,26,1,4,Пр.Л
52804,571,907,1515.0,1520,2097,2020,8,31,2,6,Суж
70524,589,675,9.0,0,2129,2019,4,25,2,20,П
83972,327,905,20.0,0,2065,2021,1,28,2,33,Р
72979,264,430,11.0,0,2129,2019,6,4,2,18,П
62865,26,680,9.0,0,2145,2020,10,13,1,5,Пр.П
101096,23,639,11.0,0,2129,2021,2,15,2,14,П
65918,178,185,7.0,0,2113,2019,1,25,2,2,У
49360,635,381,10.0,0,2145,2020,7,15,1,5,Пр.П
83952,324,493,9.0,0,2129,2021,1,28,1,20,П
73451,2,155,11.0,0,2129,2019,7,22,2,17,П
86400,551,999,1517.0,1520,2097,2021,1,30,1,3,Суж
38305,2,40,10.0,0,2161,2020,5,27,1,4,Пр.Л
35639,646,224,10.0,0,2161,2020,4,12,1,4,Пр.Л
74025,476,181,7.0,0,2113,2019,7,23,2,2,У
1414,355,201,8.0,0,2113,2018,2,16,2,8,У
25535,635,927,8.0,0,2161,2020,2,23,1,3,Пр.Л
66059,335,969,8.0,0,2113,2019,1,22,2,4,У
63466,12,224,9.0,0,2145,2020,11,18,1,4,Пр.П
5393,167,286,7.0,0,2113,2018,4,28,2,2,У
63520,16,287,11.0,0,2161,2020,11,18,1,6,Пр.Л
80819,182,96,8.0,0,2161,2019,12,18,1,4,Пр.Л
98059,271,328,8.0,0,2145,2021,2,22,1,4,Пр.П
10963,366,897,8.0,0,2113,2018,8,14,2,9,У
45398,631,521,8.0,0,2161,2020,6,30,1,5,Пр.Л
2349,399,893,11.0,0,2129,2018,2,22,2,15,П
502,631,906,17.0,0,2065,2018,1,19,2,27,Р
10548,24,280,1530.0,1520,2081,2018,7,24,2,4,Уш
14007,222,505,7.0,0,2113,2018,10,17,2,2,У
70899,68,965,7.0,0,2113,2019,5,18,2,6,У
45165,1,459,8.0,0,2161,2020,6,11,1,3,Пр.Л
9724,599,554,7.0,0,2113,2018,7,19,2,4,У
67869,70,313,7.0,0,2113,2019,3,20,2,2,У
42497,475,229,8.0,0,2145,2020,6,30,1,4,Пр.П
99425,645,738,23.0,0,2065,2021,2,22,2,40,Рст
37778,585,675,10.0,0,2145,2020,5,30,1,3,Пр.П
21562,637,824,8.0,0,2161,2020,1,17,1,3,Пр.Л
83937,322,423,1529.0,1520,2081,2021,1,28,1,3,Уш
26565,52,265,8.0,0,2145,2020,3,24,1,4,Пр.П
26915,261,456,8.0,0,2113,2020,3,24,2,4,У
5473,319,699,10.0,0,2129,2018,4,28,2,13,П
18078,328,228,7.0,0,2113,2020,1,24,2,2,У
91722,22,366,1515.0,1520,2097,2021,1,25,1,7,Суж
51657,262,957,7.0,0,2113,2020,8,30,2,3,У
45624,645,891,9.0,0,2113,2020,6,26,2,4,У
74299,8,988,11.0,0,2129,2019,7,25,2,13,П
90405,637,863,17.0,0,2065,2021,1,30,1,26,Р
38976,398,263,8.0,0,2161,2020,5,26,1,3,Пр.Л
68012,103,39,9.0,0,2113,2019,3,20,2,4,У
25771,12,578,9.0,0,2161,2020,2,16,1,3,Пр.Л
70862,32,502,7.0,0,2113,2019,5,18,2,3,У
1043,610,501,11.0,0,2065,2018,1,22,2,11,Р
58218,569,238,8.0,0,2161,2020,9,30,1,4,Пр.Л
50301,649,845,9.0,0,2161,2020,7,15,1,3,Пр.Л
89976,53,911,10.0,0,2065,2021,1,31,1,18,Р
44707,109,257,8.0,0,2145,2020,6,27,1,3,Пр.П
66552,84,490,9.0,0,2129,2019,2,16,2,20,П
53824,584,942,8.0,0,2145,2020,8,27,1,3,Пр.П
54095,491,521,8.0,0,2113,2020,8,27,2,11,У
13735,23,627,11.0,0,2129,2018,9,1,2,15,П
85351,586,882,14.0,0,2065,2021,1,28,1,29,Р
13557,610,420,16.0,0,2065,2018,9,24,2,28,Р
57642,365,141,7.0,0,2113,2020,9,30,2,2,У
2104,135,1,7.0,0,2113,2018,2,27,2,2,У
100977,637,793,11.0,0,2065,2021,2,20,1,20,Р
70928,85,88,8.0,0,2113,2019,5,18,2,2,У
50394,611,384,8.0,0,2145,2020,7,1,1,5,Пр.П
82331,637,108,8.0,0,2145,2019,12,24,1,6,Пр.П
491,611,346,1530.0,1520,2081,2018,1,19,2,3,Уш
70141,590,551,1515.0,1520,2097,2019,4,23,2,2,Суж
