,КМ,М,АМПЛИТУДА,HOPMA,КОДОТСТУП,ГОД,МЕСЯЦ,ДЕНЬ,СТЕПЕНЬ,ДЛИНА,ОТСТУПЛЕНИЕ
77206,466,72,7.0,0,2113,2019,9,17,2,2,У
83539,532,126,9.0,0,2065,2021,1,28,1,8,Р
10154,440,561,11.0,0,2145,2018,7,19,2,4,Пр.П
70062,568,873,7.0,0,2113,2019,4,23,2,6,У
33929,187,424,8.0,0,2161,2020,4,14,1,3,Пр.Л
72224,104,631,7.0,0,2113,2019,6,11,2,2,У
92069,638,689,10.0,0,2065,2021,1,29,1,18,Р
33774,89,821,7.0,0,2113,2020,4,14,2,2,У
1761,577,654,9.0,0,2129,2018,2,16,2,19,П
15287,12,136,1530.0,1520,2081,2018,10,24,2,4,Уш
8619,319,1010,11.0,0,2161,2018,6,22,2,4,Пр.Л
81135,453,611,7.0,0,2113,2019,12,17,2,2,У
7383,631,392,17.0,0,2065,2018,5,20,2,26,Р
51546,493,365,7.0,95,2113,2020,8,31,2,15,У
100446,46,839,1526.0,1520,2081,2021,2,15,1,4,Уш
13098,639,616,12.0,0,2129,2018,9,21,2,16,П
21782,3,928,8.0,0,2145,2020,2,22,1,5,Пр.П
95294,24,640,1530.0,1520,2081,2021,2,19,1,2,Уш
27305,478,53,8.0,0,2145,2020,3,25,1,4,Пр.П
69522,612,459,1530.0,1520,2081,2019,3,19,2,2,Уш
31800,134,95,8.0,0,2161,2020,4,10,1,4,Пр.Л
50504,621,66,9.0,0,2145,2020,7,1,1,4,Пр.П
100989,639,152,7.0,0,2129,2021,2,20,1,15,П
40384,646,491,8.0,0,2161,2020,5,30,1,3,Пр.Л
45685,618,41,8.0,0,2145,2020,6,26,1,4,Пр.П
61921,12,1,1531.0,1520,2081,2020,9,20,2,1,Уш
74057,509,807,7.0,0,2113,2019,7,23,2,3,У
8325,583,543,9.0,0,2129,2018,6,19,2,5,П
4788,583,988,9.0,0,2129,2018,3,22,2,19,П
20284,612,55,1530.0,1520,2081,2020,1,14,2,4,Уш
81185,483,588,8.0,0,2145,2019,12,17,1,3,Пр.П
61719,623,146,8.0,0,2145,2020,9,26,1,5,Пр.П
41847,175,911,8.0,0,2145,2020,6,29,1,4,Пр.П
67981,99,421,8.0,0,2113,2019,3,20,2,3,У
88761,291,159,1517.0,1520,2097,2021,1,31,1,10,Суж
65145,1,579,9.0,0,2145,2020,12,14,1,5,Пр.П
75637,54,99,1529.0,1520,2081,2019,8,20,2,3,Уш
38091,637,230,8.0,0,2161,2020,5,25,1,4,Пр.Л
34481,540,1009,10.0,0,2129,2020,4,13,2,16,П
38543,53,818,8.0,0,2161,2020,5,27,1,3,Пр.Л
89420,314,568,9.0,0,2065,2021,1,31,1,16,Р
17627,110,164,8.0,0,2145,2020,1,23,1,4,Пр.П
72148,26,35,6.0,0,2129,2019,6,11,1,6,П
12200,649,181,12.0,0,2129,2018,8,4,2,13,П
100571,51,833,13.0,0,2065,2021,2,15,2,19,Р
64474,320,86,8.0,0,2161,2020,12,29,1,6,Пр.Л
58000,233,632,9.0,0,2129,2020,9,29,2,16,П
59841,151,974,8.0,0,2161,2020,9,27,1,4,Пр.Л
37192,309,367,10.0,0,2129,2020,5,29,2,8,П
9804,2,1,16.0,0,2129,2018,7,21,2,7,П
6606,19,352,11.0,0,2129,2018,4,29,2,20,П
49251,620,653,9.0,0,2161,2020,7,15,1,3,Пр.Л
77704,647,624,1529.0,1520,2081,2019,9,29,2,1,Уш
77646,24,300,1532.0,1520,2081,2019,9,25,2,1,Уш
50053,41,153,8.0,0,2145,2020,7,28,1,4,Пр.П
6301,561,999,13.0,0,2161,2018,4,17,2,6,Пр.Л
95342,29,259,7.0,0,2129,2021,2,19,1,15,П
74008,448,216,8.0,0,2113,2019,7,23,2,3,У
18832,645,330,16.0,0,2145,2020,1,13,2,3,Пр.П
10216,565,871,1515.0,1520,2097,2018,7,19,2,1,Суж
64337,51,576,7.0,0,2113,2020,12,30,2,2,У
63267,21,942,10.0,0,2145,2020,10,13,1,5,Пр.П
64833,3,426,8.0,0,2161,2020,12,29,1,3,Пр.Л
41757,130,41,8.0,0,2161,2020,6,29,1,5,Пр.Л
84058,364,692,11.0,0,2065,2021,1,28,1,40,Р
69367,428,433,8.0,0,2113,2019,3,22,2,4,У
22926,527,580,8.0,0,2161,2020,2,23,1,3,Пр.Л
72896,138,691,8.0,0,2113,2019,6,4,2,3,У
58297,582,317,8.0,0,2145,2020,9,30,1,5,Пр.П
46549,323,436,8.0,0,2161,2020,7,31,1,4,Пр.Л
22933,529,151,7.0,0,2113,2020,2,23,2,2,У
84862,231,858,1527.0,1520,2081,2021,1,27,2,3,Уш
30125,649,372,9.0,0,2161,2020,3,27,1,4,Пр.Л
44526,613,597,8.0,0,2161,2020,6,22,1,6,Пр.Л
30724,12,503,12.0,0,2113,2020,3,17,2,2,У
31639,53,376,8.0,0,2161,2020,4,10,1,4,Пр.Л
34410,521,794,8.0,0,2161,2020,4,13,1,3,Пр.Л
13486,519,184,7.0,0,2113,2018,9,24,2,2,У
82560,12,221,10.0,0,2161,2019,12,22,1,4,Пр.Л
16038,172,246,8.0,0,2113,2018,11,19,2,3,У
28362,10,815,9.0,0,2161,2020,3,28,1,3,Пр.Л
97288,517,951,9.0,0,2161,2021,2,21,2,5,Пр.Л
95916,634,974,1516.0,1520,2097,2021,2,22,1,3,Суж
69753,25,865,1532.0,1520,2081,2019,4,17,2,6,Уш
60764,16,213,8.0,0,2145,2020,9,27,1,3,Пр.П
24370,322,839,10.0,0,2145,2020,2,17,1,5,Пр.П
50191,645,579,8.0,0,2145,2020,7,1,1,5,Пр.П
64923,16,73,8.0,0,2161,2020,12,29,1,3,Пр.Л
41692,110,218,9.0,0,2145,2020,6,29,1,4,Пр.П
47692,18,205,10.0,0,2145,2020,7,30,1,3,Пр.П
82327,637,10,8.0,0,2161,2019,12,24,1,6,Пр.Л
6000,166,222,14.0,0,2145,2018,4,18,2,3,Пр.П
56674,627,964,7.0,0,2113,2020,8,27,2,3,У
8768,570,863,12.0,0,2145,2018,6,20,2,4,Пр.П
26397,11,338,8.0,0,2161,2020,3,24,1,5,Пр.Л
79091,143,136,8.0,0,2145,2019,12,22,1,4,Пр.П
100772,613,939,1532.0,1520,2081,2021,2,20,1,7,Уш
7932,21,907,9.0,0,2113,2018,5,18,2,3,У
8235,419,16,7.0,0,2113,2018,6,18,2,3,У
80258,646,150,11.0,0,2161,2019,12,12,2,5,Пр.Л
53261,17,211,10.0,0,2161,2020,8,30,1,5,Пр.Л
39421,588,627,8.0,0,2161,2020,5,26,1,4,Пр.Л
70451,451,643,7.0,0,2113,2019,4,26,2,6,У
21047,649,707,10.0,0,2161,2020,1,28,1,4,Пр.Л
92684,269,708,9.0,0,2161,2021,2,19,2,6,Пр.Л
27116,336,411,8.0,0,2145,2020,3,25,1,6,Пр.П
75463,577,710,1515.0,1520,2097,2019,8,9,2,1,Суж
63988,217,335,9.0,0,2129,2020,12,30,2,5,П
91445,631,646,17.0,0,2065,2021,1,29,2,36,Р
71754,490,66,7.0,0,2113,2019,5,22,2,2,У
88070,257,421,9.0,0,2065,2021,1,31,1,16,Р
46899,189,268,9.0,0,2161,2020,7,30,1,4,Пр.Л
55678,26,691,8.0,0,2145,2020,8,28,1,3,Пр.П
97287,517,927,1526.0,1520,2081,2021,2,21,1,4,Уш
89883,234,504,1518.0,1520,2097,2021,1,31,1,3,Суж
41101,545,796,7.0,0,2113,2020,6,30,2,3,У
53949,440,467,11.0,0,2145,2020,8,27,2,3,Пр.П
83931,320,905,10.0,0,2161,2021,1,28,1,6,Пр.Л
66363,26,687,9.0,0,2113,2019,1,26,2,2,У
73819,263,29,7.0,0,2113,2019,7,22,2,4,У
43249,586,782,8.0,0,2145,2020,6,26,1,4,Пр.П
90853,48,446,7.0,0,2129,2021,1,31,1,18,П
25584,639,938,9.0,0,2161,2020,2,26,1,3,Пр.Л
80117,633,831,9.0,0,2161,2019,12,12,1,3,Пр.Л
72891,134,263,7.0,0,2113,2019,6,4,2,4,У
52419,251,239,9.0,0,2161,2020,8,30,1,3,Пр.Л
33041,600,653,10.0,0,2145,2020,4,11,1,3,Пр.П
90817,41,537,7.0,0,2129,2021,1,31,1,16,П
12825,479,952,1515.0,1520,2097,2018,9,21,2,2,Суж
9408,263,972,7.0,0,2113,2018,7,17,2,3,У
8311,562,631,8.0,0,2113,2018,6,19,2,3,У
34215,398,108,24.0,0,2065,2020,4,13,2,27,Р
15057,605,717,9.0,0,2129,2018,10,21,2,9,П
71090,122,673,7.0,0,2113,2019,5,18,2,2,У
13359,307,590,8.0,0,2113,2018,9,26,2,2,У
7162,503,683,9.0,0,2113,2018,5,20,2,13,У
46671,399,632,8.0,0,2145,2020,7,31,1,6,Пр.П
5779,13,600,7.0,0,2113,2018,4,18,2,2,У
7215,534,666,7.0,0,2113,2018,5,20,2,5,У
76029,600,203,14.0,0,2065,2019,8,19,2,19,Р
59369,483,577,9.0,0,2145,2020,9,26,1,3,Пр.П
43862,140,428,8.0,0,2161,2020,6,27,1,4,Пр.Л
52231,141,109,8.0,0,2145,2020,8,30,1,4,Пр.П
9274,106,780,9.0,0,2129,2018,7,17,2,17,П
75109,19,799,9.0,0,2129,2019,8,27,2,20,П
39112,484,953,13.0,0,2161,2020,5,26,2,6,Пр.Л
81215,484,950,8.0,0,2145,2019,12,17,1,4,Пр.П
28358,9,107,8.0,0,2161,2020,3,28,1,4,Пр.Л
47916,642,742,9.0,0,2161,2020,7,14,1,4,Пр.Л
52252,153,52,9.0,0,2145,2020,8,30,1,3,Пр.П
54234,543,409,9.0,0,2161,2020,8,27,1,4,Пр.Л
5743,648,59,12.0,0,2129,2018,4,29,2,19,П
39145,504,396,8.0,0,2161,2020,5,26,1,6,Пр.Л
1045,614,613,9.0,0,2113,2018,1,22,2,3,У
96749,460,67,1525.0,1520,2081,2021,2,21,1,3,Уш
40457,649,739,9.0,0,2161,2020,5,26,1,5,Пр.Л
3393,365,264,9.0,0,2129,2018,3,18,2,5,П
41570,363,76,7.0,0,2113,2020,6,30,2,2,У
6411,624,550,12.0,0,2129,2018,4,17,2,20,П
20091,578,820,8.0,0,2161,2020,1,17,1,5,Пр.Л
42334,587,740,10.0,0,2161,2020,6,30,1,3,Пр.Л
90094,641,862,7.0,0,2129,2021,1,30,1,10,П
23186,598,259,9.0,0,2161,2020,2,23,1,5,Пр.Л
93367,383,591,1526.0,1520,2081,2021,2,20,1,6,Уш
82664,18,584,11.0,0,2145,2019,12,22,2,6,Пр.П
43207,578,960,8.0,0,2145,2020,6,26,1,6,Пр.П
74388,110,969,9.0,0,2129,2019,7,24,2,19,П
79733,561,301,8.0,0,2145,2019,12,23,1,5,Пр.П
89786,198,640,7.0,0,2129,2021,1,31,1,16,П
96099,560,273,14.0,0,2065,2021,2,21,2,17,Р
31617,41,595,8.0,0,2113,2020,4,10,2,2,У
92403,482,39,10.0,0,2161,2021,2,20,1,5,Пр.Л
87609,533,199,1516.0,1520,2097,2021,1,30,1,4,Суж
17840,252,1,8.0,0,2161,2020,1,23,1,3,Пр.Л
85194,566,249,7.0,0,2129,2021,1,28,1,9,П
70257,16,118,1530.0,1520,2081,2019,4,27,2,3,Уш
60409,612,602,9.0,0,2145,2020,9,25,1,4,Пр.П
5104,645,145,9.0,0,2113,2018,3,21,2,2,У
13614,649,611,16.0,0,2145,2018,9,24,2,3,Пр.П
99904,15,701,7.0,0,2129,2021,2,22,1,14,П
88736,290,691,1517.0,1520,2097,2021,1,31,1,15,Суж
96593,440,490,7.0,0,2129,2021,2,21,1,17,П
31026,627,228,7.0,0,2113,2020,3,26,2,3,У
49024,163,459,9.0,0,2145,2020,7,28,1,3,Пр.П
59541,319,1018,9.0,0,2161,2020,9,26,1,4,Пр.Л
73387,625,348,8.0,0,2113,2019,6,3,2,5,У
38680,137,28,8.0,0,2145,2020,5,27,1,4,Пр.П
50007,24,239,9.0,0,2161,2020,7,28,1,4,Пр.Л
84528,181,569,8.0,0,2161,2021,1,27,1,3,Пр.Л
26100,637,825,9.0,0,2161,2020,2,17,1,3,Пр.Л
23146,587,39,8.0,0,2145,2020,2,23,1,4,Пр.П
97619,371,573,7.0,0,2129,2021,2,21,1,19,П
22363,190,328,8.0,0,2145,2020,2,22,1,6,Пр.П
9783,649,21,12.0,0,2145,2018,7,19,2,4,Пр.П
1718,545,942,9.0,0,2129,2018,2,16,2,19,П
53499,642,946,11.0,0,2145,2020,8,24,1,4,Пр.П
40052,53,486,9.0,0,2161,2020,5,29,1,4,Пр.Л
51478,483,368,9.0,0,2145,2020,8,31,1,3,Пр.П
77039,136,51,7.0,0,2113,2019,9,18,2,8,У
81041,364,363,8.0,0,2161,2019,12,17,1,3,Пр.Л
75576,7,473,9.0,0,2129,2019,8,20,2,9,П
85102,84,511,17.0,0,2065,2021,1,27,2,26,Рст
7007,345,94,8.0,-38,2113,2018,5,20,2,3,У
5998,162,494,8.0,0,2113,2018,4,18,2,3,У
24171,189,326,8.0,0,2161,2020,2,18,1,4,Пр.Л
82786,618,446,8.0,0,2113,2019,12,17,2,3,У
76485,241,107,7.0,0,2113,2019,9,12,2,2,У
99960,23,224,7.0,0,2129,2021,2,22,1,16,П
58350,592,712,7.0,0,2113,2020,9,30,2,2,У
21950,25,757,10.0,0,2145,2020,2,22,1,4,Пр.П
32358,484,455,9.0,0,2161,2020,4,11,1,6,Пр.Л
24018,119,275,8.0,0,2161,2020,2,18,1,4,Пр.Л
32489,547,384,8.0,0,2161,2020,4,11,1,3,Пр.Л
55875,647,504,8.0,0,2161,2020,8,1,1,5,Пр.Л
93444,396,549,7.0,0,2113,2021,2,20,1,46,У
10137,399,592,1529.0,1520,2081,2018,7,19,2,2,Уш
42871,642,694,9.0,0,2145,2020,6,20,1,5,Пр.П
13325,265,420,7.0,0,2113,2018,9,26,2,3,У
89123,298,325,1518.0,1520,2097,2021,1,31,1,3,Суж
48913,119,418,8.0,0,2145,2020,7,28,1,3,Пр.П
19660,365,679,9.0,0,2145,2020,1,17,1,3,Пр.П
35676,647,2,9.0,0,2145,2020,4,12,1,5,Пр.П
99843,9,400,7.0,0,2129,2021,2,22,1,18,П
86461,556,546,1517.0,1520,2097,2021,1,30,1,3,Суж
52745,565,642,9.0,0,2161,2020,8,31,1,3,Пр.Л
39746,634,948,8.0,0,2145,2020,5,26,1,3,Пр.П
69782,65,127,9.0,0,2113,2019,4,17,2,4,У
74973,18,362,1513.0,1520,2097,2019,7,31,2,2,Суж
38070,635,367,9.0,0,2145,2020,5,25,1,3,Пр.П
50855,618,574,8.0,0,2145,2020,7,27,1,5,Пр.П
12845,484,385,1515.0,1520,2097,2018,9,21,2,2,Суж
19729,441,745,10.0,0,2161,2020,1,17,1,3,Пр.Л
101124,642,576,7.0,0,2129,2021,2,21,1,4,П
980,26,667,1529.0,1520,2081,2018,1,15,2,1,Уш
72802,54,104,1529.0,1520,2081,2019,6,4,2,4,Уш
2997,54,890,8.0,0,2113,2018,3,17,2,3,У
99201,57,283,1526.0,1520,2081,2021,2,22,1,4,Уш
81119,430,464,8.0,0,2161,2019,12,17,1,3,Пр.Л
43456,507,42,9.0,0,2161,2020,6,26,1,5,Пр.Л
20299,613,51,9.0,0,2161,2020,1,14,1,4,Пр.Л
55004,625,494,8.0,0,2113,2020,8,24,2,5,У
39936,1,492,9.0,0,2145,2020,5,29,1,3,Пр.П
69857,167,517,7.0,0,2113,2019,4,17,2,5,У
20970,646,226,8.0,0,2145,2020,1,25,1,4,Пр.П
41626,398,425,9.0,0,2161,2020,6,30,1,3,Пр.Л
93825,177,280,1526.0,1520,2081,2021,2,19,1,7,Уш
32659,549,700,11.0,0,2145,2020,4,11,2,6,Пр.П
69540,632,744,9.0,0,2129,2019,3,19,2,20,П
15294,16,534,11.0,0,2113,2018,10,24,2,2,У
71989,621,994,9.0,0,2113,2019,5,21,2,3,У
93273,364,776,6.0,0,2161,2021,2,20,1,4,Пр.Л
32725,563,82,8.0,0,2145,2020,4,11,1,4,Пр.П
20260,610,262,7.0,0,2113,2020,1,17,2,3,У
83389,486,589,1517.0,1520,2097,2021,1,28,1,7,Суж
6144,371,583,7.0,0,2113,2018,4,17,2,4,У
26688,107,647,8.0,0,2161,2020,3,24,1,3,Пр.Л
64076,81,362,7.0,0,2113,2020,12,30,2,2,У
64885,6,765,8.0,0,2113,2020,12,29,2,2,У
79960,599,807,8.0,0,2161,2019,12,23,1,4,Пр.Л
18048,322,414,10.0,0,2145,2020,1,24,1,4,Пр.П
88849,293,8,1517.0,1520,2097,2021,1,31,1,15,Суж
59419,496,718,7.0,76,2113,2020,9,26,2,2,У
79537,479,1,8.0,0,2145,2019,12,23,1,3,Пр.П
5562,426,781,9.0,0,2113,2018,4,29,2,3,У
28029,637,45,8.0,0,2145,2020,3,25,1,6,Пр.П
41829,163,771,9.0,0,2145,2020,6,29,1,3,Пр.П
11525,91,963,7.0,0,2113,2018,8,7,2,2,У
17169,18,388,12.0,0,2129,2018,12,21,2,6,П
41901,214,827,8.0,0,2161,2020,6,29,1,3,Пр.Л
81378,562,110,11.0,0,2129,2019,12,17,2,13,П
27542,562,374,12.0,0,2161,2020,3,25,2,6,Пр.Л
83057,646,507,8.0,0,2161,2019,12,17,1,3,Пр.Л
61676,619,1002,9.0,0,2161,2020,9,26,1,5,Пр.Л
101511,630,328,14.0,0,2129,2021,2,21,3,10,П
68663,447,697,8.0,0,2113,2019,3,20,2,5,У
77072,172,356,7.0,0,2113,2019,9,17,2,4,У
49380,637,855,8.0,0,2161,2020,7,15,1,3,Пр.Л
101389,623,920,7.0,0,2129,2021,2,21,1,15,П
92536,512,863,,-75,3680,2021,2,20,4,283,ПрУ
44996,647,49,9.0,0,2145,2020,6,21,1,4,Пр.П
89253,304,167,1517.0,1520,2097,2021,1,31,1,11,Суж
23734,9,705,12.0,0,2129,2020,2,18,2,7,П
226,282,264,7.0,0,2113,2018,1,29,2,5,У
53292,19,611,10.0,0,2145,2020,8,30,1,4,Пр.П
39077,481,843,10.0,0,2145,2020,5,26,1,4,Пр.П
52500,82,908,18.0,0,2161,2020,8,30,3,3,Пр.Л
66845,397,995,1529.0,1520,2081,2019,2,17,2,3,Уш
43706,399,450,1515.0,1520,2097,2020,6,26,2,1,Суж
76303,642,28,1513.0,1520,2097,2019,8,19,2,2,Суж
99050,251,221,7.0,0,2129,2021,2,22,1,10,П
34530,560,909,9.0,0,2145,2020,4,12,1,3,Пр.П
42350,594,996,9.0,0,2129,2020,6,30,2,19,П
99035,249,489,1527.0,1520,2081,2021,2,22,1,7,Уш
25114,645,442,9.0,0,2145,2020,2,27,1,4,Пр.П
31053,629,829,7.0,0,2113,2020,3,26,2,2,У
57708,391,465,8.0,0,2161,2020,9,30,1,5,Пр.Л
25884,22,400,9.0,0,2145,2020,2,16,1,4,Пр.П
47088,562,124,10.0,0,2145,2020,7,1,1,3,Пр.П
26701,110,245,9.0,0,2161,2020,3,24,1,5,Пр.Л
24034,120,316,9.0,0,2113,2020,2,18,2,6,У
14311,4,65,1529.0,1520,2081,2018,10,24,2,1,Уш
30902,24,264,8.0,0,2145,2020,3,17,1,3,Пр.П
47231,585,20,10.0,0,2145,2020,7,1,1,4,Пр.П
89944,251,240,12.0,0,2065,2021,1,31,2,9,Р
34290,463,464,9.0,0,2161,2020,4,13,1,3,Пр.Л
37793,586,140,8.0,0,2161,2020,5,30,1,4,Пр.Л
72289,154,140,9.0,0,2129,2019,6,11,2,12,П
86395,551,276,1517.0,1520,2097,2021,1,30,1,10,Суж
96689,457,562,1526.0,1520,2081,2021,2,21,1,8,Уш
71311,581,955,9.0,0,2129,2019,5,20,2,12,П
100462,47,654,1525.0,1520,2081,2021,2,15,1,2,Уш
80218,642,921,8.0,0,2145,2019,12,12,1,5,Пр.П
16823,57,427,8.0,0,2113,2018,12,20,2,9,У
9093,640,5,9.0,0,2129,2018,6,20,2,12,П
45855,636,295,8.0,0,2161,2020,6,26,1,4,Пр.Л
99390,641,11,1516.0,1520,2097,2021,2,22,1,8,Суж
22349,187,717,9.0,0,2145,2020,2,22,1,3,Пр.П
76469,186,345,7.0,0,2113,2019,9,12,2,2,У
64302,110,247,9.0,0,2145,2020,12,30,1,5,Пр.П
13852,17,604,9.0,0,2129,2018,10,17,2,19,П
39691,624,884,8.0,0,2145,2020,5,26,1,4,Пр.П
77610,21,543,13.0,0,2129,2019,9,25,2,19,П
28966,334,245,7.0,0,2113,2020,3,27,2,2,У
76217,17,499,14.0,0,2145,2019,8,16,2,6,Пр.П
79241,251,1003,8.0,0,2145,2019,12,22,1,4,Пр.П
31032,627,793,9.0,0,2161,2020,3,26,1,6,Пр.Л
90604,6,847,7.0,0,2129,2021,1,31,1,15,П
96637,442,793,1527.0,1520,2081,2021,2,21,2,2,Уш
97242,514,85,1525.0,1520,2081,2021,2,21,1,2,Уш
88507,285,435,1517.0,1520,2097,2021,1,31,1,4,Суж
31208,639,345,9.0,0,2161,2020,3,26,1,4,Пр.Л
39485,600,705,9.0,0,2129,2020,5,26,2,18,П
99799,5,631,1528.0,1520,2081,2021,2,22,1,3,Уш
11081,466,368,7.0,0,2113,2018,8,14,2,2,У
68175,180,739,9.0,0,2129,2019,3,20,2,11,П
87466,509,796,9.0,0,2065,2021,1,30,1,16,Р
76551,360,666,7.0,0,2113,2019,9,13,2,2,У
99295,64,330,1525.0,1520,2081,2021,2,22,1,3,Уш
91415,628,115,7.0,0,2129,2021,1,29,1,19,П
1574,448,321,7.0,0,2113,2018,2,16,2,2,У
68246,256,321,7.0,0,2113,2019,3,20,2,2,У
36694,52,254,10.0,0,2129,2020,5,29,2,14,П
18620,605,680,10.0,0,2161,2020,1,24,1,4,Пр.Л
59362,483,455,10.0,0,2161,2020,9,26,1,3,Пр.Л
72654,594,33,1515.0,1520,2097,2019,6,13,2,1,Суж
466,599,351,9.0,0,2129,2018,1,19,2,20,П
52561,94,559,8.0,0,2113,2020,8,30,2,2,У
64338,51,811,8.0,0,2145,2020,12,30,1,6,Пр.П
9763,637,812,11.0,0,2129,2018,7,19,2,11,П
65476,222,783,7.0,0,2113,2019,1,19,2,2,У
34944,618,827,8.0,0,2161,2020,4,12,1,4,Пр.Л
29331,523,503,9.0,0,2161,2020,3,27,1,3,Пр.Л
55933,639,777,8.0,0,2145,2020,8,31,1,3,Пр.П
64504,151,993,8.0,0,2161,2020,12,29,1,4,Пр.Л
43537,536,450,8.0,0,2161,2020,6,26,1,4,Пр.Л
94638,91,7,7.0,0,2129,2021,2,19,1,19,П
70923,81,819,7.0,0,2113,2019,5,18,2,3,У
34886,612,343,9.0,0,2145,2020,4,12,1,4,Пр.П
79696,545,552,10.0,0,2161,2019,12,23,1,5,Пр.Л
34080,319,1035,8.0,0,2145,2020,4,14,1,4,Пр.П
63322,36,26,8.0,0,2145,2020,11,18,1,4,Пр.П
2168,175,819,10.0,0,2129,2018,2,27,2,18,П
61507,639,243,8.0,0,2161,2020,9,26,1,3,Пр.Л
37531,504,452,9.0,0,2145,2020,5,30,1,4,Пр.П
79963,600,446,8.0,0,2161,2019,12,23,1,2,Пр.Л
44381,645,618,8.0,0,2145,2020,6,22,1,4,Пр.П
2180,194,858,12.0,0,2129,2018,2,27,2,19,П
28613,118,848,9.0,0,2161,2020,3,28,1,3,Пр.Л
5638,574,557,9.0,0,2129,2018,4,29,2,9,П
91262,3,74,1536.0,1520,2081,2021,1,25,1,147,Уш
19974,540,790,8.0,0,2161,2020,1,17,1,4,Пр.Л
18237,483,337,9.0,0,2145,2020,1,24,1,5,Пр.П
58034,54,127,8.0,0,2161,2020,9,29,1,6,Пр.Л
81963,649,446,8.0,0,2161,2019,12,13,1,4,Пр.Л
61026,647,60,8.0,0,2145,2020,9,25,1,4,Пр.П
12432,638,596,12.0,0,2065,2018,8,3,2,17,Р
51512,484,801,9.0,0,2161,2020,8,31,1,6,Пр.Л
87680,333,660,1516.0,1520,2097,2021,1,30,1,7,Суж
278,323,207,11.0,0,2145,2018,1,19,2,3,Пр.П
65999,262,803,7.0,0,2113,2019,1,25,2,2,У
19051,9,502,8.0,0,2145,2020,1,19,1,4,Пр.П
46399,261,483,9.0,0,2145,2020,7,30,1,3,Пр.П
80441,11,368,9.0,0,2145,2019,12,18,1,3,Пр.П
32674,549,844,9.0,0,2145,2020,4,11,1,3,Пр.П
36835,111,35,10.0,0,2161,2020,5,29,1,4,Пр.Л
94847,587,293,1527.0,1520,2081,2021,2,20,1,11,Уш
74419,151,841,10.0,0,2129,2019,7,24,2,14,П
100953,636,644,10.0,0,2065,2021,2,20,1,19,Р
96829,465,44,1526.0,1520,2081,2021,2,21,1,11,Уш
10205,561,932,1515.0,1520,2097,2018,7,19,2,2,Суж
19085,16,74,9.0,0,2161,2020,1,19,1,3,Пр.Л
84173,391,609,1525.0,1520,2081,2021,1,28,1,2,Уш
29389,541,316,8.0,0,2145,2020,3,27,1,4,Пр.П
38454,24,395,9.0,0,2161,2020,5,27,1,5,Пр.Л
90858,600,413,7.0,0,2129,2021,1,30,1,18,П
23817,26,270,10.0,0,2145,2020,2,18,1,5,Пр.П
37090,270,838,10.0,0,2145,2020,5,29,1,3,Пр.П
69714,10,943,11.0,0,2161,2019,4,17,2,6,Пр.Л
9591,480,963,12.0,0,2161,2018,7,19,2,3,Пр.Л
59744,296,848,8.0,0,2161,2020,9,27,1,6,Пр.Л
9456,325,960,8.0,0,2113,2018,7,18,2,4,У
87425,484,344,7.0,0,2129,2021,1,30,1,4,П
78306,181,833,10.0,0,2129,2019,10,19,2,19,П
76358,24,747,11.0,0,2129,2019,9,12,2,16,П
30228,43,253,8.0,0,2145,2020,3,17,1,4,Пр.П
39429,589,549,9.0,0,2129,2020,5,26,2,20,П
48830,277,890,8.0,0,2161,2020,7,28,1,3,Пр.Л
78901,54,127,8.0,0,2161,2019,12,22,1,6,Пр.Л
5346,102,646,9.0,0,2129,2018,4,28,2,16,П
27748,591,601,7.0,0,2113,2020,3,25,2,2,У
99756,3,842,1529.0,1520,2081,2021,2,22,1,5,Уш
13125,649,174,10.0,47,2113,2018,9,21,2,2,У
29596,588,183,8.0,0,2145,2020,3,27,1,3,Пр.П
101570,634,569,9.0,0,2065,2021,2,21,1,17,Р
72313,173,214,7.0,0,2113,2019,6,11,2,7,У
78701,3,800,8.0,0,2145,2019,12,22,1,4,Пр.П
90854,49,818,1516.0,1520,2097,2021,1,31,1,3,Суж
53194,10,794,8.0,0,2145,2020,8,30,1,3,Пр.П
89953,51,911,9.0,0,2129,2021,1,31,1,20,П
2483,543,486,7.0,0,2113,2018,2,22,2,2,У
93212,356,343,1526.0,1520,2081,2021,2,20,1,4,Уш
58356,595,233,9.0,0,2145,2020,9,30,1,4,Пр.П
26830,181,370,9.0,0,2161,2020,3,24,1,4,Пр.Л
11608,110,960,19.0,0,2065,2018,8,24,2,34,Р
70662,638,835,11.0,0,2129,2019,4,24,2,17,П
1230,162,128,12.0,0,2145,2018,2,15,2,3,Пр.П
72348,189,817,11.0,0,2129,2019,6,11,2,11,П
101153,646,22,1514.0,1520,2097,2021,2,24,1,7,Суж
18661,620,245,10.0,0,2161,2020,1,13,1,4,Пр.Л
6694,3,381,1515.0,1520,2097,2018,5,19,2,1,Суж
86572,563,667,7.0,0,2129,2021,1,30,1,13,П
23381,635,342,8.0,0,2161,2020,2,25,1,3,Пр.Л
79799,576,917,8.0,0,2145,2019,12,23,1,4,Пр.П
31888,187,945,9.0,0,2161,2020,4,10,1,4,Пр.Л
73348,14,868,1513.0,1520,2097,2019,6,12,2,1,Суж
38141,642,745,9.0,0,2161,2020,5,25,1,4,Пр.Л
5985,149,140,9.0,0,2129,2018,4,18,2,12,П
69297,411,189,9.0,0,2129,2019,3,22,2,6,П
